%t(sec) 1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59  60  61  62  63  64
0.000000 4.288218 4.223097 4.162969 3.841640 3.313858 2.630531 2.352410 2.942984 3.126351 3.054676 3.175958 2.850370 2.794597 3.042709 3.496205 3.883747 3.192697 2.967795 3.016495 3.822690 3.171786 3.080375 2.820449 3.804070 3.976011 3.947521 3.647240 2.836732 2.571132 2.975590 3.012476 3.207569 3.135590 2.882663 3.106150 3.731485 3.496410 3.708040 3.862300 3.091347 2.798674 2.982351 3.150386 3.211021 2.986925 2.933095 3.323418 3.748286 3.230347 3.054495 3.192547 2.713931 2.907268 3.113962 2.831949 3.257921 3.246521 3.218295 2.990263 2.692732 2.748865 3.090476 3.170686 3.113676
0.009800 4.286265 4.223569 4.161470 3.842796 3.313625 2.632807 2.352882 2.943456 3.124926 3.055148 3.175725 2.850842 2.792542 3.042040 3.498436 3.886163 3.193915 2.970194 3.018894 3.830296 3.186498 3.080847 2.820921 3.805751 3.975784 3.946242 3.648396 2.836505 2.570905 2.983196 3.012948 3.206070 3.143196 2.883135 3.108394 3.731957 3.496882 3.709196 3.864706 3.093763 2.803588 2.980926 3.152816 3.209742 2.988104 2.935494 3.321465 3.762998 3.232763 3.056894 3.194963 2.716207 2.907740 3.114434 2.832421 3.256642 3.245242 3.218067 2.990735 2.692505 2.752200 3.090948 3.185398 3.114148
0.019600 4.288370 4.221669 4.160997 3.844147 3.310594 2.632335 2.351738 2.942984 3.121648 3.054676 3.172694 2.849656 2.789525 3.043466 3.498614 3.884253 3.193278 2.969722 3.018422 3.826343 3.179807 3.080375 2.819759 3.801818 3.972774 3.945122 3.649747 2.834843 2.569243 2.979243 3.012476 3.205597 3.139243 2.882663 3.108577 3.730763 3.495738 3.710547 3.862803 3.091853 2.798302 2.977648 3.151620 3.208622 2.989518 2.935022 3.323570 3.756307 3.230853 3.056422 3.193053 2.715735 2.907968 3.113264 2.831259 3.255522 3.244122 3.215053 2.990263 2.690843 2.749913 3.090476 3.178707 3.113676
0.029400 4.283864 4.216569 4.159879 3.844430 3.307666 2.633900 2.350136 2.942575 3.115402 3.055642 3.169766 2.848622 2.787264 3.044408 3.501350 3.879809 3.186817 2.971376 3.020076 3.821126 3.172554 3.079950 2.818769 3.798026 3.970520 3.942341 3.650030 2.837662 2.572062 2.974026 3.013442 3.204479 3.134026 2.882946 3.113221 3.729019 3.494136 3.710830 3.857695 3.087409 2.795102 2.971402 3.147780 3.205841 2.990456 2.936676 3.319064 3.749054 3.226409 3.058076 3.188609 2.717300 2.910893 3.111586 2.830269 3.252741 3.241341 3.212145 2.990546 2.693662 2.751457 3.091442 3.171454 3.114642
0.039200 4.280401 4.212457 4.154335 3.844991 3.303129 2.637650 2.350709 2.939817 3.118701 3.057613 3.165229 2.850606 2.785294 3.046944 3.503756 3.877053 3.184062 2.976044 3.024744 3.814904 3.167689 3.077130 2.820685 3.797309 3.967935 3.938010 3.650591 2.840150 2.574550 2.967804 3.015413 3.198935 3.127804 2.883557 3.119425 3.728306 3.494709 3.711391 3.853577 3.084653 2.790184 2.974701 3.140879 3.201510 2.992347 2.941344 3.315601 3.744189 3.223653 3.062744 3.185853 2.721050 2.912840 3.111539 2.832185 3.248410 3.237010 3.207636 2.991157 2.696150 2.755746 3.093413 3.166589 3.116613
0.049000 4.275326 4.212221 4.149255 3.847230 3.300935 2.637998 2.352410 2.936876 3.115212 3.057377 3.163035 2.850370 2.784467 3.049285 3.505397 3.871597 3.180494 2.977864 3.026564 3.807714 3.164714 3.074771 2.821053 3.794344 3.965168 3.935906 3.652830 2.841854 2.576254 2.960614 3.015177 3.193855 3.120614 2.885375 3.116556 3.725356 3.496410 3.713630 3.851462 3.079197 2.787824 2.971212 3.138553 3.199406 2.992708 2.943164 3.310526 3.741214 3.218197 3.064564 3.180397 2.721398 2.912604 3.110691 2.832553 3.246306 3.234906 3.205454 2.992975 2.697854 2.757975 3.093177 3.163614 3.116377
0.058800 4.272840 4.211881 4.147353 3.849929 3.300623 2.640728 2.352646 2.934422 3.113035 3.058186 3.162723 2.851182 2.782724 3.052084 3.506159 3.862458 3.174195 2.978676 3.027376 3.805222 3.162227 3.075007 2.823867 3.791281 3.963430 3.935619 3.655529 2.842634 2.577034 2.958122 3.015986 3.191953 3.118122 2.886186 3.121165 3.721728 3.496646 3.716329 3.845407 3.070058 2.787465 2.969035 3.138204 3.199119 2.994941 2.943976 3.308040 3.738727 3.209058 3.065376 3.171258 2.724128 2.913406 3.108880 2.835367 3.246019 3.234619 3.205146 2.993786 2.698634 2.761191 3.093986 3.161127 3.117186
0.068500 4.269059 4.209738 4.146287 3.852385 3.298586 2.643216 2.353628 2.932264 3.117810 3.060314 3.160686 2.853844 2.782724 3.054640 3.508587 3.865719 3.166097 2.981335 3.030035 3.801433 3.159509 3.074469 2.826944 3.786396 3.962938 3.933676 3.657985 2.845143 2.579543 2.954333 3.018114 3.190887 3.114333 2.889364 3.123610 3.716287 3.497628 3.718785 3.844362 3.073319 2.784718 2.973810 3.133914 3.197176 2.995439 2.946635 3.304259 3.736009 3.212319 3.068035 3.174519 2.726616 2.916532 3.108880 2.838444 3.244076 3.232676 3.203615 2.996964 2.701143 2.766561 3.096114 3.158409 3.119314
0.078300 4.261330 4.210233 4.142306 3.854866 3.298586 2.646192 2.358226 2.932264 3.110850 3.060805 3.160686 2.856534 2.783191 3.057223 3.511040 3.860799 3.168308 2.984022 3.032722 3.796213 3.156260 3.072205 2.832142 3.784163 3.960401 3.933676 3.660466 2.848144 2.582544 2.949113 3.018605 3.186906 3.109113 2.894240 3.126080 3.720229 3.502226 3.721266 3.839961 3.068399 2.782453 2.966850 3.126504 3.197176 2.998006 2.949322 3.296530 3.732760 3.207399 3.070722 3.169599 2.729592 2.920844 3.108880 2.843642 3.244076 3.232676 3.205690 3.001840 2.704144 2.773520 3.096605 3.155160 3.119805
0.088100 4.257211 4.212398 4.143088 3.857289 3.298527 2.650724 2.361138 2.932675 3.108605 3.062955 3.160627 2.858698 2.785677 3.059748 3.513434 3.857561 3.167310 2.986650 3.035350 3.801543 3.151663 3.072627 2.836831 3.784579 3.958684 3.933617 3.662889 2.852716 2.587116 2.954443 3.020755 3.187688 3.114443 2.896400 3.128492 3.717921 3.505138 3.723689 3.839434 3.065161 2.782875 2.964605 3.132267 3.197117 3.000514 2.951950 3.292411 3.728163 3.204161 3.073350 3.166361 2.734124 2.920785 3.108821 2.848331 3.244017 3.232617 3.206072 3.004000 2.708716 2.778402 3.098755 3.150563 3.121955
